candidate_id,name,current_title,experience_years,skills,projects,technical_domains,current_company,company_type,location,github_url,portfolio_url,last_login,profile_updated_at,recruiter_response_rate,notice_period,relocation_preference,open_to_work,_profile_type
C1395,Candidate C1395,NLP Engineer,9,dense retrieval|production ML|hybrid retrieval|learning-to-rank|sparse retrieval|embeddings|vector search|Python|MRR|search relevance|A/B testing|SQL|Redis|Jupyter|MongoDB|pandas|Keras,Re-ranked search results using cross-encoder model; improved MRR by 22%|Built semantic search system for product discovery using FAISS and sentence-transformers|Designed hybrid retrieval pipeline combining sparse and dense embeddings|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10,ranking|search|NLP,ShareChat,product,Delhi,https://github.com/candidate_c1395,,2026-06-03,2026-05-16,0.6,0,yes,True,strong
C1396,Candidate C1396,Backend + ML Engineer,8,BM25|scikit-learn|ChromaDB|LangGraph|NumPy|AWS|matplotlib|Keras|pandas,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Built LangGraph agent for automated research|Created GPT-4 powered Q&A system using LlamaIndex",ranking|search|NLP,Accenture,service,Noida,https://github.com/candidate_c1396,,2026-03-18,2026-06-01,0.28,15,maybe,True,weak
C1397,Candidate C1397,ML Researcher,6,BM25|FAISS|Linux|Jupyter|Spark|MongoDB|NumPy,Named entity recognition model using spaCy|Text summarisation with BART|Sentiment analysis classifier for product reviews,NLP|text classification,IIT Research Lab,research,Bangalore,https://github.com/candidate_c1397,,2026-03-16,2026-05-14,0.93,0,yes,True,research
C1398,Candidate C1398,Principal Engineer,7,MAP|hybrid retrieval|production ML|learning-to-rank|dense retrieval|vector search|PostgreSQL|Kubernetes|Elasticsearch|Kafka|matplotlib|Spark|MongoDB,Built and productionised candidate ranking API using FastAPI and vector search|Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Deployed learning-to-rank model for marketplace search; 18% lift in CTR,generative AI|LLMs,Haptik,product,Bangalore,https://github.com/candidate_c1398,,2026-06-05,2026-05-29,0.83,15,yes,True,strong
C1399,Candidate C1399,Applied AI Engineer,9,PostgreSQL|Kubernetes|sentence-transformers|MAP|BM25|GPT-4|AutoGPT|LLM chains|ChatGPT|TensorFlow|AWS|Keras|REST APIs|Spark,Owned A/B testing infrastructure for ranking experiments at scale|Image classification with ResNet|Built LangGraph agent for automated research,computer vision|NLP,Infosys,service,Chennai,https://github.com/candidate_c1399,,2026-01-28,2026-06-26,0.14,60,no,True,weak
C1400,Candidate C1400,Senior ML Engineer,5,dense retrieval|production ML|semantic search|sentence-transformers|RAG|Pinecone|Jupyter|Redis|Azure|matplotlib,Built semantic search system for product discovery using FAISS and sentence-transformers|Named entity recognition model using spaCy|Created GPT-4 powered Q&A system using LlamaIndex,CV|robotics,PhonePe,product,Delhi,https://github.com/candidate_c1400,,2026-02-22,2026-05-03,0.9,30,maybe,True,medium
C1401,Candidate C1401,Senior ML Engineer,9,A/B testing|MAP|embeddings|FAISS|ranking evaluation|FastAPI|AutoGPT|TensorFlow|Git|Azure,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Text summarisation with BART|Time series forecasting with LSTM,computer vision|NLP,Wipro,service,Hyderabad,https://github.com/candidate_c1401,,2026-02-01,2026-06-01,0.38,30,maybe,True,weak
C1402,Candidate C1402,Search Engineer,5,Python|FAISS|search relevance|prompt engineering|LLM chains|SQL|matplotlib|Jupyter|Azure|Keras|pandas,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Built LangGraph agent for automated research|Text summarisation with BART,speech|audio,Mphasis,service,Delhi,https://github.com/candidate_c1402,,2026-05-18,2026-06-24,0.23,60,no,True,weak
C1403,Candidate C1403,ML Engineer,6,sparse retrieval|A/B testing|Kubernetes|PostgreSQL|FAISS|Python|ranking evaluation|embeddings|sentence-transformers|AWS|NumPy|Git,Built semantic search system for product discovery using FAISS and sentence-transformers|Designed hybrid retrieval pipeline combining sparse and dense embeddings|Built recommendation engine for e-commerce using collaborative + content-based filtering,CV|robotics,CleverTap,product,Bangalore,https://github.com/candidate_c1403,https://portfolio.dev/c1403,2026-06-11,2026-05-06,0.46,30,yes,False,strong
C1404,Candidate C1404,Backend + ML Engineer,7,A/B testing|semantic search|ranking evaluation|learning-to-rank|MRR|search relevance|Kubernetes|embeddings|re-ranking|Docker|NDCG|BM25|scikit-learn|REST APIs|TensorFlow|NumPy,"Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Re-ranked search results using cross-encoder model; improved MRR by 22%|Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP",computer vision|NLP,Groww,product,Gurgaon,,https://portfolio.dev/c1404,2026-06-25,2026-05-04,0.39,60,yes,True,strong
C1405,Candidate C1405,ML Researcher,9,production ML|learning-to-rank|scikit-learn|Pinecone|LangChain|ChatGPT|LlamaIndex|Kafka|Keras|AWS|pandas|REST APIs,Built semantic search system for product discovery using FAISS and sentence-transformers|Deployed LangChain pipeline for PDF summarisation|Time series forecasting with LSTM,generative AI|LLMs,Nykaa,product,Bangalore,https://github.com/candidate_c1405,,2026-02-16,2026-06-30,0.86,45,no,True,medium
C1406,Candidate C1406,AI Developer,2,ChromaDB|LangChain|LLM chains|AutoGPT|RAG|GPT-4|Weaviate|LlamaIndex|OpenAI API|ChatGPT|Pinecone|LangGraph|Keras|Redis,Built document QA system with Pinecone vector store|Built LangGraph agent for automated research|Deployed LangChain pipeline for PDF summarisation|Fine-tuned LLM using LoRA for customer support chatbot,NLP|text classification,Infosys,service,Noida,,,2026-06-19,2026-06-02,0.78,15,yes,True,trap
C1407,Candidate C1407,ML Researcher,4,PostgreSQL|dense retrieval|FAISS|PyTorch|ChromaDB|RAG|LangGraph|SQL|Linux|AWS|Redis|MongoDB,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Deployed LangChain pipeline for PDF summarisation|Fine-tuned LLM using LoRA for customer support chatbot,ranking|search|NLP,LTIMindtree,service,Delhi,,,2026-02-24,2026-06-30,0.23,45,yes,True,weak
C1408,Candidate C1408,Principal Engineer,3,Kubernetes|MAP|sentence-transformers|learning-to-rank|BM25|NDCG|RAG|ChatGPT|OpenAI API|GCP|AWS|pandas|Redis,Built semantic search system for product discovery using FAISS and sentence-transformers|Built document QA system with Pinecone vector store|Created GPT-4 powered Q&A system using LlamaIndex,retrieval|ranking|recommendation|NLP,TCS,service,Delhi,https://github.com/candidate_c1408,,2026-05-06,2026-05-19,0.25,45,maybe,True,weak
C1409,Candidate C1409,Data Scientist,10,semantic search|Kubernetes|production ML|FAISS|PyTorch|ranking evaluation|re-ranking|hybrid retrieval|sentence-transformers|Docker|learning-to-rank|A/B testing|NDCG|Spark|Azure|GCP,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Owned A/B testing infrastructure for ranking experiments at scale|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Migrated BM25 search to dense retrieval; 35% improvement in recall@10,generative AI|LLMs,Urban Company,product,Bangalore,https://github.com/candidate_c1409,https://portfolio.dev/c1409,2026-06-03,2026-06-13,0.39,30,maybe,True,strong
C1410,Candidate C1410,LLM Engineer,5,LangChain|RAG|OpenAI API|LLM chains|AutoGPT|Pinecone|LlamaIndex|ChatGPT|Jupyter|TensorFlow|Linux,Built LangGraph agent for automated research|Deployed LangChain pipeline for PDF summarisation|Built RAG chatbot using LangChain and OpenAI,NLP|text classification,Infosys,service,Mumbai,,,2026-06-19,2026-05-14,0.95,0,yes,True,trap
C1411,Candidate C1411,Search Engineer,8,PyTorch|FastAPI|ChromaDB|RAG|GPT-4|LLM chains|Spark|MongoDB|Linux|Keras|pandas,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Built document QA system with Pinecone vector store|Sentiment analysis classifier for product reviews,LLM applications|RAG,Zepto,product,Noida,https://github.com/candidate_c1411,,2026-05-24,2026-05-18,0.46,90,no,True,medium
C1412,Candidate C1412,Staff ML Engineer,7,learning-to-rank|sparse retrieval|ranking evaluation|PostgreSQL|vector search|Kubernetes|A/B testing|search relevance|embeddings|Redis|MongoDB|GCP|REST APIs|pandas,Owned A/B testing infrastructure for ranking experiments at scale|Built recommendation engine for e-commerce using collaborative + content-based filtering|Deployed learning-to-rank model for marketplace search; 18% lift in CTR,CV|robotics,Redrob AI,product,Kolkata,https://github.com/candidate_c1412,https://portfolio.dev/c1412,2026-06-16,2026-05-22,0.87,15,yes,False,strong
C1413,Candidate C1413,Research Scientist,7,FAISS|sparse retrieval|Python|Pinecone|OpenAI API|pandas|TensorFlow|Git|Azure|matplotlib|Kafka,Built and productionised candidate ranking API using FastAPI and vector search|Text summarisation with BART|Deployed LangChain pipeline for PDF summarisation,computer vision|NLP,Mphasis,service,Pune,,https://portfolio.dev/c1413,2026-03-28,2026-05-05,0.35,30,maybe,True,weak
C1414,Candidate C1414,AI Developer,4,AutoGPT|ChatGPT|OpenAI API|LangGraph|prompt engineering|Pinecone|LlamaIndex|LangChain|TensorFlow|NumPy|Azure|GCP,Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation|Created AI assistant using OpenAI function calling,recommendation systems,Mphasis,service,Remote,,,2026-06-07,2026-06-25,0.45,45,no,True,trap
C1415,Candidate C1415,Generative AI Specialist,9,dense retrieval|MAP|search relevance|BM25|LangChain|LlamaIndex|pandas|Kafka|Redis|NumPy,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Created GPT-4 powered Q&A system using LlamaIndex|Created AI assistant using OpenAI function calling,recommendation systems,CleverTap,product,Delhi,,,2026-05-11,2026-06-24,0.49,45,no,True,medium
C1416,Candidate C1416,Research Scientist,8,Python|FAISS|SQL|REST APIs|NumPy|Kafka|pandas,Sentiment analysis classifier for product reviews|Image classification with ResNet,retrieval|ranking|recommendation|NLP,IISc,research,Delhi,,,2026-03-20,2026-06-18,0.48,60,no,False,research
C1417,Candidate C1417,Research Scientist,3,FastAPI|NDCG|sentence-transformers|vector search|A/B testing|ChromaDB|Spark|Git|GCP,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Named entity recognition model using spaCy|Created AI assistant using OpenAI function calling,recommendation systems,TCS,service,Gurgaon,,https://portfolio.dev/c1417,2026-02-26,2026-05-22,0.32,90,yes,True,weak
C1418,Candidate C1418,ML Researcher,10,Kubernetes|embeddings|scikit-learn|FAISS|A/B testing|search relevance|Python|ranking evaluation|vector search|Spark|Azure|AWS|Jupyter|Git|pandas,"Re-ranked search results using cross-encoder model; improved MRR by 22%|Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP",NLP|text classification,Turing,product,Chennai,https://github.com/candidate_c1418,https://portfolio.dev/c1418,2026-06-25,2026-05-22,0.87,60,maybe,True,strong
C1419,Candidate C1419,Research Scientist,4,production ML|NDCG|PyTorch|dense retrieval|scikit-learn|LangGraph|ChromaDB|Jupyter|GCP|NumPy|AWS|Linux|pandas,Re-ranked search results using cross-encoder model; improved MRR by 22%|Sentiment analysis classifier for product reviews|Image classification with ResNet,generative AI|LLMs,ShareChat,product,Bangalore,https://github.com/candidate_c1419,,2026-01-20,2026-06-09,0.65,30,yes,True,medium
C1420,Candidate C1420,AI Developer,4,Weaviate|Pinecone|OpenAI API|ChatGPT|ChromaDB|LlamaIndex|LangGraph|prompt engineering|GPT-4|LLM chains|RAG|pandas|Spark|SQL,Fine-tuned LLM using LoRA for customer support chatbot|Deployed LangChain pipeline for PDF summarisation|Created GPT-4 powered Q&A system using LlamaIndex,generative AI|LLMs,Capgemini,service,Hyderabad,,,2026-06-30,2026-05-27,0.8,30,maybe,True,trap
C1421,Candidate C1421,Generative AI Specialist,5,A/B testing|ranking evaluation|MAP|scikit-learn|FAISS|ChatGPT|Weaviate|GPT-4|Azure|Linux|Redis|NumPy,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Fine-tuned LLM using LoRA for customer support chatbot|Time series forecasting with LSTM,speech|audio,Zomato,product,Delhi,,,2026-06-17,2026-05-16,0.31,45,yes,True,medium
C1422,Candidate C1422,Senior ML Engineer,8,Kubernetes|Elasticsearch|BM25|dense retrieval|RAG|OpenAI API|MongoDB|pandas|Linux|Kafka|TensorFlow,Built and productionised candidate ranking API using FastAPI and vector search|Built RAG chatbot using LangChain and OpenAI|Text summarisation with BART,retrieval|ranking|recommendation|NLP,Exotel,product,Hyderabad,,https://portfolio.dev/c1422,2026-02-08,2026-06-25,0.63,45,yes,True,medium
C1423,Candidate C1423,Senior Data Scientist,8,re-ranking|dense retrieval|OpenAI API|LlamaIndex|RAG|Pinecone|Git|pandas|SQL,Built semantic search system for product discovery using FAISS and sentence-transformers|Text summarisation with BART|Named entity recognition model using spaCy,CV|robotics,Swiggy,product,Delhi,,,2026-05-15,2026-06-25,0.78,45,yes,True,medium
C1424,Candidate C1424,AI Developer,4,LangGraph|LLM chains|ChatGPT|Weaviate|RAG|LlamaIndex|LangChain|Pinecone|Kafka|matplotlib|AWS,Deployed LangChain pipeline for PDF summarisation|Built LangGraph agent for automated research|Created GPT-4 powered Q&A system using LlamaIndex|Built document QA system with Pinecone vector store,retrieval|ranking|recommendation|NLP,HCL,service,Pune,,,2026-06-16,2026-05-16,0.56,30,maybe,True,trap
C1425,Candidate C1425,NLP Engineer,6,hybrid retrieval|scikit-learn|MRR|MAP|vector search|search relevance|sentence-transformers|re-ranking|Kubernetes|BM25|Elasticsearch|sparse retrieval|Spark|Git|matplotlib|Azure|Redis|Jupyter,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Built and productionised candidate ranking API using FastAPI and vector search|Built semantic search system for product discovery using FAISS and sentence-transformers|Owned A/B testing infrastructure for ranking experiments at scale,ranking|search|NLP,ShareChat,product,Gurgaon,https://github.com/candidate_c1425,,2026-06-23,2026-06-05,0.5,30,yes,True,strong
C1426,Candidate C1426,Data Scientist,3,Kubernetes|FastAPI|MAP|scikit-learn|ranking evaluation|ChatGPT|LlamaIndex|AutoGPT|Linux|pandas|TensorFlow,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Built LangGraph agent for automated research|Fine-tuned LLM using LoRA for customer support chatbot,retrieval|ranking|recommendation|NLP,Byju's,product,Noida,,https://portfolio.dev/c1426,2026-05-12,2026-05-29,0.79,15,yes,False,medium
C1427,Candidate C1427,ML Researcher,7,hybrid retrieval|Python|sentence-transformers|pandas|Redis|TensorFlow|MongoDB,Text summarisation with BART|Time series forecasting with LSTM|Image classification with ResNet,LLM applications|RAG,IISc,research,Noida,,,2026-01-29,2026-05-21,0.41,30,maybe,True,research
C1428,Candidate C1428,Data Scientist,7,MAP|A/B testing|vector search|prompt engineering|LlamaIndex|SQL|MongoDB|Azure|Git|pandas|Spark,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Built RAG chatbot using LangChain and OpenAI|Deployed LangChain pipeline for PDF summarisation,search|information retrieval,Observe.AI,product,Gurgaon,https://github.com/candidate_c1428,,2026-05-02,2026-05-18,0.36,45,no,True,medium
C1429,Candidate C1429,Staff ML Engineer,5,scikit-learn|Python|Elasticsearch|NDCG|Weaviate|LLM chains|RAG|Keras|Kafka|matplotlib|NumPy|MongoDB,Built and productionised candidate ranking API using FastAPI and vector search|Created GPT-4 powered Q&A system using LlamaIndex|Time series forecasting with LSTM,NLP|text classification,LTIMindtree,service,Hyderabad,https://github.com/candidate_c1429,,2026-05-27,2026-05-16,0.16,15,no,True,weak
C1430,Candidate C1430,AI Engineer,6,Elasticsearch|BM25|Python|re-ranking|ranking evaluation|Pinecone|LLM chains|AWS|GCP|Spark|pandas,Built semantic search system for product discovery using FAISS and sentence-transformers|Created AI assistant using OpenAI function calling|Created GPT-4 powered Q&A system using LlamaIndex,retrieval|ranking|recommendation|NLP,Wipro,service,Kolkata,,,2026-05-18,2026-05-30,0.82,45,maybe,False,medium
C1431,Candidate C1431,Search Engineer,9,FastAPI|semantic search|MRR|Docker|MAP|production ML|sentence-transformers|Elasticsearch|BM25|NDCG|vector search|sparse retrieval|PostgreSQL|matplotlib|Kafka|MongoDB|REST APIs|Jupyter|Azure,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Built semantic search system for product discovery using FAISS and sentence-transformers|Owned A/B testing infrastructure for ranking experiments at scale,LLM applications|RAG,Unacademy,product,Remote,https://github.com/candidate_c1431,,2026-06-04,2026-06-02,0.8,30,maybe,False,strong
C1432,Candidate C1432,ML Researcher,5,hybrid retrieval|sentence-transformers|SQL|Redis|GCP|REST APIs|NumPy,Text summarisation with BART|Sentiment analysis classifier for product reviews|Time series forecasting with LSTM,recommendation systems,IISc,research,Bangalore,,,2026-06-14,2026-05-21,0.48,45,no,True,research
C1433,Candidate C1433,Principal Engineer,3,scikit-learn|learning-to-rank|FastAPI|BM25|A/B testing|re-ranking|LangChain|SQL|AWS|TensorFlow|NumPy|Git,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Created GPT-4 powered Q&A system using LlamaIndex|Built LangGraph agent for automated research,computer vision|NLP,Infosys,service,Gurgaon,,,2026-06-08,2026-06-03,0.29,0,no,True,weak
C1434,Candidate C1434,Research Scientist,9,FAISS|vector search|sentence-transformers|hybrid retrieval|Keras|pandas|matplotlib|MongoDB,Sentiment analysis classifier for product reviews|Named entity recognition model using spaCy,speech|audio,Microsoft Research India,research,Chennai,,,2026-05-16,2026-05-16,0.47,15,no,True,research
C1435,Candidate C1435,Staff ML Engineer,4,Kubernetes|semantic search|hybrid retrieval|MAP|LLM chains|LlamaIndex|Pinecone|AutoGPT|Git|Linux|NumPy|REST APIs|Jupyter|TensorFlow,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Fine-tuned LLM using LoRA for customer support chatbot|Created AI assistant using OpenAI function calling,CV|robotics,Flipkart,product,Delhi,,,2026-01-13,2026-06-30,0.8,0,yes,True,medium
C1436,Candidate C1436,Research Scientist,6,hybrid retrieval|sentence-transformers|Kafka|AWS|Redis|GCP|Azure,Named entity recognition model using spaCy|Time series forecasting with LSTM,search|information retrieval,IISc,research,Delhi,,,2026-05-08,2026-06-13,0.47,45,no,True,research
C1437,Candidate C1437,Backend + ML Engineer,8,PostgreSQL|dense retrieval|prompt engineering|LLM chains|pandas|TensorFlow|MongoDB|Keras,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Built document QA system with Pinecone vector store|Created AI assistant using OpenAI function calling",speech|audio,Mphasis,service,Mumbai,,,2026-02-01,2026-05-09,0.32,30,yes,True,weak
C1438,Candidate C1438,Backend + ML Engineer,5,vector search|learning-to-rank|PostgreSQL|MAP|semantic search|A/B testing|dense retrieval|scikit-learn|FAISS|production ML|hybrid retrieval|SQL|GCP|Azure|Spark|matplotlib,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Designed hybrid retrieval pipeline combining sparse and dense embeddings,recommendation systems,Observe.AI,product,Mumbai,https://github.com/candidate_c1438,,2026-06-26,2026-06-02,0.66,0,no,False,strong
C1439,Candidate C1439,Generative AI Specialist,5,ChromaDB|ChatGPT|LangGraph|Weaviate|RAG|LangChain|Pinecone|prompt engineering|LlamaIndex|GPT-4|Kafka|Keras|Redis,Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation,NLP|text classification,Cognizant,service,Chennai,,,2026-06-02,2026-06-12,0.88,90,maybe,True,trap
C1440,Candidate C1440,AI Engineer,10,re-ranking|search relevance|vector search|semantic search|learning-to-rank|dense retrieval|BM25|embeddings|Python|A/B testing|GCP|Redis|AWS|REST APIs,Built and productionised candidate ranking API using FastAPI and vector search|Migrated BM25 search to dense retrieval; 35% improvement in recall@10,generative AI|LLMs,Meesho,product,Pune,https://github.com/candidate_c1440,https://portfolio.dev/c1440,2026-06-29,2026-05-16,0.46,90,maybe,True,strong
C1441,Candidate C1441,Staff ML Engineer,9,embeddings|dense retrieval|learning-to-rank|production ML|ranking evaluation|hybrid retrieval|search relevance|vector search|MAP|PostgreSQL|PyTorch|Redis|pandas|Jupyter|Azure|Kafka,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Re-ranked search results using cross-encoder model; improved MRR by 22%,CV|robotics,Unacademy,product,Hyderabad,https://github.com/candidate_c1441,,2026-07-01,2026-06-17,0.88,15,yes,True,strong
C1442,Candidate C1442,ML Researcher,9,ranking evaluation|vector search|FastAPI|Elasticsearch|FAISS|production ML|MRR|sparse retrieval|sentence-transformers|MAP|dense retrieval|Docker|Kubernetes|AWS|Redis|Jupyter|Azure|MongoDB|Spark,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Owned A/B testing infrastructure for ranking experiments at scale",NLP|text classification,Unacademy,product,Pune,https://github.com/candidate_c1442,,2026-06-26,2026-06-06,0.74,0,no,True,strong
C1443,Candidate C1443,Generative AI Specialist,5,LLM chains|prompt engineering|Weaviate|ChatGPT|LangChain|AutoGPT|ChromaDB|Keras|pandas|Jupyter|SQL,Built document QA system with Pinecone vector store|Fine-tuned LLM using LoRA for customer support chatbot|Built RAG chatbot using LangChain and OpenAI,CV|robotics,Wipro,service,Chennai,,,2026-06-06,2026-05-11,0.89,60,no,False,trap
C1444,Candidate C1444,Research Scientist,4,BM25|Python|FAISS|MongoDB|Kafka|Linux|matplotlib,Image classification with ResNet|Sentiment analysis classifier for product reviews|Named entity recognition model using spaCy,recommendation systems,IBM Research,research,Noida,,,2026-06-12,2026-06-24,0.86,45,no,True,research
C1445,Candidate C1445,Staff ML Engineer,5,NDCG|BM25|MRR|semantic search|sparse retrieval|Python|ChromaDB|RAG|LangGraph|LangChain|TensorFlow|REST APIs|Kafka,Owned A/B testing infrastructure for ranking experiments at scale|Built document QA system with Pinecone vector store|Fine-tuned LLM using LoRA for customer support chatbot,computer vision|NLP,Cognizant,service,Bangalore,,,2026-02-06,2026-06-25,0.14,15,maybe,False,weak
C1446,Candidate C1446,Research Scientist,9,Python|BM25|sentence-transformers|REST APIs|AWS|Redis|TensorFlow|MongoDB|Jupyter,Text summarisation with BART|Sentiment analysis classifier for product reviews|Named entity recognition model using spaCy,recommendation systems,Adobe Research,research,Kolkata,,,2026-03-06,2026-06-06,0.31,90,no,True,research
C1447,Candidate C1447,Principal Engineer,6,Docker|Kubernetes|ranking evaluation|production ML|FAISS|semantic search|PostgreSQL|FastAPI|Elasticsearch|sparse retrieval|NDCG|scikit-learn|Kafka|REST APIs|Redis|Azure,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Migrated BM25 search to dense retrieval; 35% improvement in recall@10",retrieval|ranking|recommendation|NLP,Urban Company,product,Delhi,https://github.com/candidate_c1447,https://portfolio.dev/c1447,2026-06-18,2026-06-18,0.31,45,maybe,True,strong
C1448,Candidate C1448,Generative AI Specialist,4,ChromaDB|GPT-4|Pinecone|LLM chains|RAG|ChatGPT|prompt engineering|LlamaIndex|Weaviate|OpenAI API|AutoGPT|matplotlib|SQL|GCP,Fine-tuned LLM using LoRA for customer support chatbot|Built LangGraph agent for automated research|Built document QA system with Pinecone vector store,NLP|text classification,HCL,service,Bangalore,,,2026-06-17,2026-05-08,0.78,15,maybe,True,trap
C1449,Candidate C1449,ML Engineer,9,semantic search|sentence-transformers|Elasticsearch|Docker|re-ranking|MRR|scikit-learn|MAP|learning-to-rank|Kubernetes|Python|search relevance|TensorFlow|pandas|Azure|Keras,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Built recommendation engine for e-commerce using collaborative + content-based filtering",ranking|search|NLP,Haptik,product,Gurgaon,https://github.com/candidate_c1449,https://portfolio.dev/c1449,2026-06-24,2026-06-07,0.9,15,no,True,strong
C1450,Candidate C1450,Research Scientist,8,hybrid retrieval|sentence-transformers|FAISS|BM25|MongoDB|TensorFlow|Jupyter|REST APIs|NumPy|Keras,Text summarisation with BART|Image classification with ResNet|Sentiment analysis classifier for product reviews,generative AI|LLMs,IISc,research,Remote,,https://portfolio.dev/c1450,2026-02-16,2026-05-14,0.6,45,yes,True,research
C1451,Candidate C1451,Generative AI Specialist,5,LangGraph|Weaviate|LlamaIndex|AutoGPT|GPT-4|LangChain|RAG|Pinecone|ChromaDB|ChatGPT|pandas|SQL|GCP|Redis,Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation,ranking|search|NLP,TCS,service,Remote,,,2026-06-10,2026-06-26,0.92,0,maybe,False,trap
C1452,Candidate C1452,ML Researcher,5,BM25|FAISS|sentence-transformers|Redis|Git|NumPy|SQL|Linux,Image classification with ResNet|Named entity recognition model using spaCy|Time series forecasting with LSTM,CV|robotics,IISc,research,Mumbai,,,2026-03-01,2026-06-16,0.82,45,maybe,True,research
C1453,Candidate C1453,ML Researcher,5,Python|hybrid retrieval|vector search|FAISS|pandas|Kafka|NumPy|TensorFlow,Text summarisation with BART|Sentiment analysis classifier for product reviews,ranking|search|NLP,IIT Research Lab,research,Bangalore,,,2026-02-19,2026-05-10,0.77,30,no,True,research
C1454,Candidate C1454,NLP Engineer,8,vector search|NDCG|LlamaIndex|TensorFlow|pandas|MongoDB|GCP,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Built document QA system with Pinecone vector store|Sentiment analysis classifier for product reviews,search|information retrieval,CleverTap,product,Pune,,,2026-04-16,2026-06-25,0.51,90,yes,False,medium
C1455,Candidate C1455,AI Engineer,5,re-ranking|learning-to-rank|production ML|NDCG|LLM chains|LangChain|OpenAI API|Jupyter|Redis|SQL|Linux,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Time series forecasting with LSTM|Created AI assistant using OpenAI function calling,recommendation systems,Cognizant,service,Gurgaon,,,2026-04-05,2026-05-17,0.15,90,no,False,weak
C1456,Candidate C1456,Research Scientist,9,MRR|dense retrieval|NDCG|scikit-learn|ranking evaluation|Python|LLM chains|RAG|SQL|Kafka|GCP|TensorFlow,Built recommendation engine for e-commerce using collaborative + content-based filtering|Text summarisation with BART|Named entity recognition model using spaCy,generative AI|LLMs,Wipro,service,Mumbai,,,2026-02-20,2026-05-23,0.37,30,maybe,True,weak
C1457,Candidate C1457,AI Developer,6,FastAPI|BM25|re-ranking|dense retrieval|Python|sentence-transformers|GPT-4|RAG|AutoGPT|AWS|Kafka|Redis|Keras,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Image classification with ResNet|Built document QA system with Pinecone vector store,LLM applications|RAG,Sprinklr,product,Mumbai,,,2026-02-15,2026-06-02,0.67,90,yes,True,medium
C1458,Candidate C1458,ML Engineer,10,NDCG|Kubernetes|search relevance|A/B testing|sentence-transformers|FAISS|learning-to-rank|PostgreSQL|Spark|Kafka|Keras|TensorFlow,Built and productionised candidate ranking API using FastAPI and vector search|Migrated BM25 search to dense retrieval; 35% improvement in recall@10,ranking|search|NLP,Dunzo,product,Noida,https://github.com/candidate_c1458,https://portfolio.dev/c1458,2026-06-26,2026-06-29,0.94,30,maybe,True,strong
C1459,Candidate C1459,Generative AI Specialist,2,GPT-4|AutoGPT|LlamaIndex|LLM chains|ChatGPT|prompt engineering|REST APIs|MongoDB,Built RAG chatbot using LangChain and OpenAI|Created GPT-4 powered Q&A system using LlamaIndex|Built document QA system with Pinecone vector store|Built LangGraph agent for automated research,ranking|search|NLP,LTIMindtree,service,Delhi,,,2026-06-29,2026-06-01,0.43,60,maybe,True,trap
